Anonymous;Mittelalterlicher Weihnachtshymnus ;393
Anonymous;Adoro te Devote;394
Anonymous;Ar hyd y nos;395
Anonymous;Antiphonale sacrosanctæ Romanæ Ecclesiæ pro diurnis horis;396
Anonymous;L'aveu;397
Anonymous;Codex buranus;398
Anonymous;The Copenhagen Chansonnier;399
Anonymous;Coranto;400
Anonymous;El Cucuyé y Despues que Comiste;401
Anonymous;Daniele - Oratorio in Due Parti a Cinque Voci;402
Anonymous;The Derry Air;403
Anonymous;Duncan Grey with Variations for the Harp;404
Anonymous;Es ist ein Ros entsprungen;405
Anonymous;Feldmahlergratitudesong;406
Anonymous;Fortune My Foe;407
Anonymous;La Fuencarraleda;408
Anonymous;Graduale Romanum;409
Anonymous;Aria: Pieta, signore;410
Anonymous;Kje si bil, ko so križali Boga ;411
Anonymous;The Laborde Chansonnier;412
Anonymous;Liber Fratrum Cruciferorum Leodiensium;413
Anonymous;Liber Organi;414
Anonymous;Liber Usualis;415
Anonymous;Magnificat Tones;416
Anonymous;Codex BM - Facsimile;417
Anonymous;The Mellon Chansonnier;418
Anonymous;Missa Anonima II (Codex Breslau Mf. 2016);419
Anonymous;6 Neapolitan Songs;421
Anonymous;The King's Primer;422
Anonymous;Officium Majoris Hebdomadæ et octavæ Paschæ;423
Anonymous;Officium et Cantus;424
Anonymous;Ordo Processionum;425
Anonymous;Organ sonatas;426
Anonymous;Polonoise in G for Viola and Orchestra;427
Anonymous;Potpouri af Finska Folkvisor;428
Anonymous;Puer Natus in Bethlehem;429
Anonymous;Pussy's Polka;430
Anonymous;Quadrille des Lanciers;431
Anonymous;The Robert ap Huw Manuscript;432
Anonymous;Romanza;433
Anonymous;Selected Gregorian Chants;434
Anonymous;3 Sonatas for Violin (or Viola) and Cembalo;435
Anonymous;Stabat Mater Dolorosa;436
Anonymous;Alles schweige!;437
Anonymous;Student ditty: Fuchsenritt;438
Anonymous;Student ditty: Gaudeamus igitur;439
Anonymous;Student ditty: Wir hatten gebauet ein stattliches Haus;440
Anonymous;Le Tombeau de Napoléon;441
Anonymous;Trio a due mandolini e Basso;442
Anonymous;La Verbena;443
Anonymous;Verses for Organ;444
Anonymous;Vesperale Romanum;445
Anonymous;Walzer eines Wahnsinnigen;446
Anonymous;Codex Guelf 287 Extrav;447
Anonymous;Fitzwilliam Virginal Book;21701
Anonymous;The Art of Singing, or a short and easy method for obtaining a perfect knowledge of the Gregorian Note;23099
Anonymous;Beatus Nicolaus;23100
Anonymous;La Dernière Rose;23101
Anonymous;Larghetto and Allegro;23102
Anonymous;Six Morceaux Anonymes;23103
Anonymous;La Pavane;23104
Anonymous;La Romanesca;23105
Anonymous;Sumer is icumen in;23106
Anonymous;Verbum caro factus est;23107
Anonymous;Alles schweige!;25393
Anonymous;Canons;25394
Anonymous;Daniele;25395
Anonymous;Student ditty: Fuchsenritt;25396
Anonymous;Student ditty: Gaudeamus igitur;25397
Anonymous;The Irish Washerwoman;25398
Anonymous;Joseph! Was da?;25399
Anonymous;Polonoise in G for Viola and Orchestra;25400
Anonymous;Seht das kleine Kindlein (Weihnachten);25401
Anonymous;Tractus Deus, Deus meus;25402
Anonymous;Vom Himmel hoch;25403
Anonymous;Wir hatten gebauet ein stattliches Haus;25404
Various;Liber Fratrum Cruciferorum Leodiensium;413
Various;Liber Organi;414
Various;Being a new Collection of Songs Compos'd by some of the most Eminent Masters &amp;amp; Ingrav'd from the Originalls, with a through Bass for the Harpsichord or Bass-Violl, and for the easier playing ye Trebles upon the Flute, each Song is transpos'd (where necessary) to a Key proper for that Instrument;448
